| genres                                              | movie_count |
| --------------------------------------------------- | ----------- |
| Science Fiction|Horror|Thriller                     |           3 |
| Science Fiction|Comedy|Horror                       |           3 |
| Science Fiction|Adventure|Action                    |           3 |
| Science Fiction|Adventure                           |           3 |
| Romance|Drama|Mystery                               |           3 |
| Mystery|Drama|Thriller|Crime                        |           3 |
| Mystery                                             |           3 |
| Music|Comedy|Drama                                  |           3 |
| Horror|Thriller|Foreign                             |           3 |
| Horror|Thriller|Action                              |           3 |
| Horror|Science Fiction|Mystery|Thriller             |           3 |
| Horror|Romance                                      |           3 |
| Horror|Drama|Mystery                                |           3 |
| Horror|Comedy|Romance                               |           3 |
| History|Drama|War                                   |           3 |
| History|Crime|Drama                                 |           3 |
| Foreign|Horror|Thriller                             |           3 |
| Fantasy|Drama|Comedy|Science Fiction|Romance        |           3 |
| Fantasy|Drama|Comedy|Science Fiction                |           3 |
| Fantasy|Drama|Comedy                                |           3 |
| Fantasy|Comedy|Science Fiction|Family               |           3 |
| Fantasy|Animation|Comedy|Science Fiction|Family     |           3 |
| Fantasy|Adventure|Animation|Comedy|Family           |           3 |
| Fantasy|Adventure                                   |           3 |
| Fantasy|Action|Comedy|Science Fiction|Family        |           3 |
| Fantasy|Action                                      |           3 |
| Family|TV Movie                                     |           3 |
| Family|Documentary                                  |           3 |
| Drama|Thriller|War                                  |           3 |
| Drama|Thriller|Science Fiction                      |           3 |
| Drama|Thriller|History                              |           3 |
| Drama|Horror|Romance                                |           3 |
| Drama|History|Music                                 |           3 |
| Drama|Fantasy|Thriller                              |           3 |
| Drama|Fantasy|Science Fiction|Thriller              |           3 |
| Drama|Fantasy|Horror|Thriller                       |           3 |
| Drama|Fantasy|Comedy                                |           3 |
| Drama|Family|Music|Romance                          |           3 |
| Drama|Comedy|Music|Romance                          |           3 |
| Drama|Adventure|Romance                             |           3 |
| Drama|Adventure                                     |           3 |
| Drama|Action|Thriller|War                           |           3 |
| Drama|Action|Thriller|Science Fiction               |           3 |
| Drama|Action|Thriller|Romance                       |           3 |
| Drama|Action|Thriller|Crime|Mystery                 |           3 |
| Drama|Action|Comedy|Thriller|Crime                  |           3 |
| Drama|Action|Comedy                                 |           3 |
| Documentary|War                                     |           3 |
| Documentary|Comedy                                  |           3 |
| Crime|Thriller|Action                               |           3 |
| Crime|Drama|Thriller|Mystery                        |           3 |
| Crime|Drama|Science Fiction|Thriller                |           3 |
| Crime|Drama|Horror|Mystery|Thriller                 |           3 |
| Crime|Drama|History                                 |           3 |
| Crime|Action|Drama                                  |           3 |
| Crime                                               |           3 |
| Comedy|War                                          |           3 |
| Comedy|Thriller|Crime                               |           3 |
| Comedy|Romance|TV Movie                             |           3 |
| Comedy|Horror|Fantasy                               |           3 |
| Comedy|History                                      |           3 |
| Comedy|Fantasy|Family                               |           3 |
| Comedy|Family|Fantasy|Science Fiction               |           3 |
| Comedy|Family|Adventure                             |           3 |
| Comedy|Drama|Mystery                                |           3 |
| Comedy|Drama|Family|Music|Romance                   |           3 |
| Comedy|Drama|Family|Music                           |           3 |
| Comedy|Drama|Crime                                  |           3 |
| Comedy|Crime|Romance                                |           3 |
| Comedy|Animation                                    |           3 |
| Animation|Fantasy|Family                            |           3 |
| Animation|Family|Adventure|Fantasy                  |           3 |
| Animation|Family|Adventure|Comedy                   |           3 |
| Animation|Drama|Family                              |           3 |
| Animation|Action|Comedy|Family                      |           3 |
| Adventure|Horror                                    |           3 |
| Adventure|Fantasy|Comedy|Science Fiction|Family     |           3 |
| Adventure|Fantasy|Animation|Action|Comedy           |           3 |
| Adventure|Fantasy|Action|Comedy|Family              |           3 |
| Adventure|Drama|Thriller                            |           3 |
| Adventure|Drama|History                             |           3 |
| Adventure|Drama|Comedy                              |           3 |
| Adventure|Drama|Action|Thriller                     |           3 |
| Adventure|Drama|Action|History                      |           3 |
| Adventure|Comedy|Fantasy                            |           3 |
| Adventure|Comedy|Crime                              |           3 |
| Adventure|Animation|Drama|Family                    |           3 |
| Action|War                                          |           3 |
| Action|Thriller|Science Fiction|Adventure           |           3 |
| Action|Thriller|Romance                             |           3 |
| Action|Thriller|Mystery                             |           3 |
| Action|Thriller|Drama                               |           3 |
| Action|Science Fiction|Adventure|Thriller           |           3 |
| Action|Mystery|Science Fiction|Thriller             |           3 |
| Action|Horror|Western                               |           3 |
| Action|Fantasy|Horror                               |           3 |
| Action|Drama|Thriller|War                           |           3 |
| Action|Drama|Science Fiction|Adventure              |           3 |
| Action|Drama|Mystery|Thriller|Crime                 |           3 |
| Action|Drama|Horror|Science Fiction|Thriller        |           3 |
| Action|Drama|Horror|Science Fiction                 |           3 |
| Action|Drama|Foreign                                |           3 |
| Action|Drama|Crime                                  |           3 |
| Action|Crime|Thriller|Drama                         |           3 |
| Action|Crime|Mystery|Thriller                       |           3 |
| Action|Comedy|Western                               |           3 |
| Action|Comedy|Thriller|Crime|Romance                |           3 |
| Action|Comedy|Horror|Science Fiction                |           3 |
| Action|Comedy|Drama|Western                         |           3 |
| Action|Comedy|Drama|Romance                         |           3 |
| Action|Comedy|Crime|Romance                         |           3 |
| Action|Comedy|Crime|Drama|Thriller                  |           3 |
| Action|Comedy|Crime|Drama                           |           3 |
| Action|Animation|Family                             |           3 |
| Action|Adventure|War                                |           3 |
| Action|Adventure|Thriller|War                       |           3 |
| Action|Adventure|Fantasy|Horror                     |           3 |
| Action|Adventure|Family|Fantasy|Science Fiction     |           3 |
| Action|Adventure|Drama|War                          |           3 |
| Action|Adventure|Comedy|Western                     |           3 |
| Action|Adventure|Comedy|Drama|Western               |           3 |
| Action|Adventure|Animation|Family|Fantasy           |           3 |
| Action|Adventure|Animation|Family                   |           3 |
| Western|Adventure                                   |           2 |
| Western|Action                                      |           2 |
| War|Adventure|Drama|Romance                         |           2 |
| Thriller|Science Fiction|Action|Adventure           |           2 |
| Thriller|Mystery|Romance                            |           2 |
| Thriller|Mystery|Foreign                            |           2 |
| Thriller|Mystery|Drama                              |           2 |
| Thriller|Mystery|Crime|Drama                        |           2 |
| Thriller|Horror|Drama                               |           2 |
| Thriller|Drama|Science Fiction                      |           2 |
| Thriller|Drama|Horror|Mystery                       |           2 |
| Thriller|Drama|History                              |           2 |
| Thriller|Drama|Crime|Romance                        |           2 |
| Thriller|Drama|Action|Crime                         |           2 |
| Thriller|Crime|Mystery|Drama                        |           2 |
| Thriller|Crime|Horror                               |           2 |
| Thriller|Comedy                                     |           2 |
| Thriller|Adventure|Drama                            |           2 |
| Thriller|Action|Crime|Drama|Mystery                 |           2 |
| Thriller|Action|Comedy|Crime|Drama                  |           2 |
| Thriller|Action|Adventure|Drama                     |           2 |
| TV Movie|Romance|Drama                              |           2 |
| TV Movie|Horror                                     |           2 |
| TV Movie|Drama|History|War                          |           2 |
| TV Movie|Documentary                                |           2 |
| TV Movie|Crime|Mystery|Thriller                     |           2 |
| TV Movie|Comedy|Drama                               |           2 |
| Science Fiction|Thriller|Horror                     |           2 |
| Science Fiction|Romance                             |           2 |
| Science Fiction|Horror|Action                       |           2 |
| Science Fiction|Drama|Mystery                       |           2 |
| Science Fiction|Comedy                              |           2 |
| Science Fiction|Adventure|Mystery                   |           2 |
| Science Fiction|Action|Fantasy                      |           2 |
| Science Fiction|Action|Animation                    |           2 |
| Romance|TV Movie                                    |           2 |
| Romance|Drama|Thriller|Crime                        |           2 |
| Romance|Drama|Fantasy                               |           2 |
| Romance|Comedy|Horror                               |           2 |
| Romance|Comedy|Family|Fantasy                       |           2 |
| Romance|Adventure|Drama                             |           2 |
| Mystery|Thriller|Horror                             |           2 |
| Mystery|Thriller|Action                             |           2 |
| Mystery|Drama|Action|Crime                          |           2 |
| Mystery|Crime|Drama                                 |           2 |
| Mystery|Comedy                                      |           2 |
| Mystery|Adventure|Family                            |           2 |
| Music|Romance                                       |           2 |
| Music|Drama|Comedy                                  |           2 |
| Music|Animation|Family|Fantasy                      |           2 |
| Horror|Thriller|Science Fiction|Mystery             |           2 |
| Horror|Thriller|Romance                             |           2 |
| Horror|Thriller|Fantasy                             |           2 |
| Horror|Thriller|Crime|Mystery                       |           2 |
| Horror|Romance|Science Fiction                      |           2 |
| Horror|Music                                        |           2 |
| Horror|Crime                                        |           2 |
| Horror|Comedy|Music                                 |           2 |
| Horror|Action|Crime|Thriller                        |           2 |
| Horror|Action|Comedy|Science Fiction                |           2 |
| Horror|Action|Comedy                                |           2 |
| Fantasy|Horror|Mystery                              |           2 |
| Fantasy|Horror|Action                               |           2 |
| Fantasy|Drama|Thriller|Science Fiction              |           2 |
| Fantasy|Drama|Thriller|Mystery|Romance              |           2 |
| Fantasy|Drama|Thriller                              |           2 |
| Fantasy|Drama|Science Fiction                       |           2 |
| Fantasy|Drama|Horror|Thriller                       |           2 |
| Fantasy|Drama|Horror|Action|Thriller                |           2 |
| Fantasy|Drama|Comedy|Romance                        |           2 |
| Fantasy|Comedy|Romance|Science Fiction              |           2 |
| Fantasy|Comedy|Music                                |           2 |
| Fantasy|Comedy|Family|Romance                       |           2 |
| Fantasy|Comedy|Family|Adventure                     |           2 |
| Fantasy|Comedy|Drama                                |           2 |
| Fantasy|Animation|Comedy|Family                     |           2 |
| Fantasy|Action|Thriller|Science Fiction             |           2 |
| Fantasy|Action|Thriller                             |           2 |
| Fantasy|Action|Science Fiction                      |           2 |
| Fantasy|Action|Horror                               |           2 |
| Family|Science Fiction                              |           2 |
| Family|Music|TV Movie                               |           2 |
| Family|Drama                                        |           2 |
| Family|Comedy|Fantasy                               |           2 |
| Family|Comedy|Drama                                 |           2 |
| Family|Comedy|Adventure                             |           2 |
| Family|Comedy|Action                                |           2 |
| Family|Animation|Music                              |           2 |
